username,handle,postDate,responding,retweets,likes
Eli Meza,@elianermeza,2020-09-30T02:20:49.000Z,Hoy tuve dos videoconferencias de alumnas que mañana defienden. Hasta llegar al training de la defensa nio llega mi trabajo. Amo lo que hago porque dejo mi alma en ello pero no soy un robot que hace automático todo y menos cuando es una tesis doctoral que debe ser profunda,,3
ROBERTO IMPAGLIONE,@RImpaglione,2020-09-23T19:18:38.000Z,No soy un robot ni tampoco una cuenta falsa . Soy humano sano y correcto que utiliza la libertad para expresar mis ideas . Tampoco soy troll . Gracias,,3
emi,@_emilioc,2020-09-23T15:52:35.000Z,Angie Paiva te ENSEÑA a comer y no te trata como un robot. Te escucha y te guía.  Ah Jesús ya era. Pero muy buena la verdad,,1
Jorge Alvarez #32593,@alvarez_jorg,2020-09-01T01:51:13.000Z,"Replying to 
@RecuerdameBot",,
marcelo,@orrtizdavid,2020-08-23T19:50:23.000Z,"Que equipo frío el Bayern por favor, son robots.",,1
Giorgio Virgili,@TanoVirgili,2020-08-22T18:46:32.000Z,Y crees que la tecnología es manejado por un robot?,,1
Carlos Alberto Valdez,@3CAV,2020-08-18T02:36:43.000Z,"""Un algoritmo decide las subidas de sueldo en Google. Departamentos de atención al cliente analizan la voz del teleoperador para conocer su estado de ánimo. El trabajador es convertido en robot, y el jefe en inteligencia artificial"" 

https://retina.elpais.com/retina/2020/08/15/innovacion/1597514019_618132.html?utm_source=Facebook&ssm=FB_CM#Echobox=1597666594…",,
Herib Caballero Campos,@HeribCaballero,2020-08-15T17:36:53.000Z,"Replying to 
@DoctorMime",,3
Mariano,@Mariano31975056,2020-08-15T01:29:48.000Z,"Replying to 
@JuanSpeciale2
 and 
@RocioVallejoA",,7
Adi Barcos,@adibarcos,2020-08-13T13:18:27.000Z,"Replying to 
@Asuncionsuena
 and 
@LaTrattoriaTony",,5
Capitana,@captainkaari,2020-08-09T20:19:09.000Z,"anoche soñé que nos atacaban robots gigantes haciendo explotar humanos, nos identificaban solo por los ojos entonces usábamos sábanas para movernos así no nos veían la cara",1,10
Henry Lion,@1902leon,2020-08-04T18:33:40.000Z,"Replying to 
@Cripxo99
 @aguerohectorock
 and 
@FALG1080am",,
tibia de izquierda,@puchito_Ju,2020-08-03T02:23:08.000Z,"Replying to 
@stardustwrx",,2
Luifer López,@akaluifer,2020-07-30T14:02:42.000Z,Hoy despegó el robot #RoverPerseverance con el fin de juntar data para el viaje a Marte en  esta década. El Rover llega el 18 de febrero al planeta rojo ,1,5
nath,@NathPoisonIvy,2020-07-28T16:22:42.000Z,"Replying to 
@monmoncast
 and 
@patadeconejo_",,
Antonio Amarilla J,@zp5paa,2020-07-27T02:21:55.000Z,Japanese delivery robots closer to hitting the roads as pandemic puts damper on human contact | The Japan Times https://japantimes.co.jp/news/2020/07/26/business/tech/japan-delivery-robots-coronavirus/…,,
Cristianno,@CrisLoveDj,2020-07-26T16:08:57.000Z,Anoche tomé un Kitadol Relax y soñé que los gatos usaban robots para destruir a la humanidad. Hasta ahora miro la caja para comprobar si era Kitadol lo que tomé.,,3
DiegoDanielVerdina,@didaver_,2020-07-24T14:45:31.000Z,Terminator es menos robot que LeBron https://twitter.com/Pasion_Basket1/status/1286648674530066432…,,
Isabela,@L3P3t1t_M01,2020-07-22T16:39:43.000Z,"Me acabo de enterar que soy de gua u, de plástico, un robot, no sé https://t.co/orxiSZGB3l",,1
ʀᴏᴅʀᴏ,@fidotico,2020-07-21T00:23:50.000Z,"Parece Yo, Robot. https://twitter.com/Sam2323_43433/status/1284632952270401536…",,
Anuba Maluff,@annmaluff,2020-07-03T23:12:24.000Z,"Que sos robot, como no te vas a sacar foto llorando",,3
Rodrigo S.,@rodrigosteven,2020-06-25T21:31:24.000Z,"Replying to 
@Diddy_KG
 @Jakeeconde
 and 
@shakira",,
JAV,@J2FA,2020-06-23T00:28:57.000Z,"Replying to 
@Quemedeciste",,
EDITH,@edithortizg,2020-06-18T16:33:29.000Z,"Me avisaron que está en camino mi pedido  hoy almuerzo pollo ... PERRO ROBOT DESPEINADO = UBER  venciendo al Tetano  NUESTRO LÍMITE ES EL CIELO.. y no lo digo más  de la mano de los mejores pediatras del  mundial  Gracias 
@laquintavet
  #PakoRescateParaguay",24,104
EDITH,@edithortizg,2020-06-18T05:55:59.000Z,"Tía 
@perdidospy
 y Wanda me ven? Ya camino como perro robot ",1,6
Adrián Céspedes,@randallflagg,2020-06-14T22:51:27.000Z,"Estas clases de noticias me hacen el día.
Mosquito Robots, para poder sacar muestras de ADN. 
https://youtu.be/m_mA7hTO5j4",,
Gloria Hermosa,@GloriaHermosa7,2020-06-14T18:09:03.000Z,"Replying to 
@JuanSpeciale2",,1
Elisa,@elisachez7,2020-06-09T22:26:15.000Z,"Replying to 
@lariporro
 and 
@LuisBareiro",,1
Fernando Garcia,@Fernandogar35,2020-05-31T19:24:29.000Z,Que avanzados que estamos hasta policías robots ya tenemos @RRPPpoliciapy @euclides_py felicidades..,,
Antonio Amarilla J,@zp5paa,2020-05-20T20:23:09.000Z,Tiny robots can travel through rushing blood to deliver drugs https://newscientist.com/article/2244195-tiny-robots-can-travel-through-rushing-blood-to-deliver-drugs/…,,
SEBA #25760,@DecanoDecuna,2020-05-17T16:55:03.000Z,"La música ""futbolista es un hombre robot"" que cantó Hicks en Tereré Jere es HORRIBLE!!!",,1
Edy Valiente #ANRNuncaMas,@edyvaliente,2020-04-07T17:43:33.000Z,Cuando comenzó el año nadie de éste lado del charco se imaginó llegar a ver robots reemplazando a los estudiantes en su graduación.... ,1,1
Joselo,@joselogh,2020-04-05T22:23:21.000Z,Necesito que alguien me dé un opinión sobre Mr Robot. Es tan buena como dicen?,,
Concepción A.,@ConcepcinA2,2020-04-01T17:41:19.000Z,"Replying to 
@HugoPortilloPY
 @msaludpy
 and 2 others",1,3
Elias Diaz Peña,@elSrVainilla,2020-03-30T03:23:59.000Z,En china era que repartian comida con robots? PFFF!!!,,5
Mauricio Villalba,@MVillalba95,2020-03-28T22:24:45.000Z,Creo que mañana retomo Mr. ROBOT.,,1
Ludicos Ecologicos Paraguay,@ludicos_py,2020-03-28T18:46:40.000Z,Simpáticos #Robots para jugar,,1
Walter José Machado,@walter_pili,2020-03-27T20:42:06.000Z,"Tremendo!
 No parece Real! Parece un robot!  https://twitter.com/Todo_NBA_/status/1243638422339637248…",,
Ludicos Ecologicos Paraguay,@ludicos_py,2020-03-25T11:31:32.000Z,"Disponibles 6 combos de Lúdicos a través @laredagroecologica !!! Valor 20.000 Gs por combo que incluye un rompecabezas de fauna variado, un avión y un robot articulado!
Hacé tu pedido hasta el jueves a través del  0976988372",4,4
Lizza,@LizzaSpy,2020-03-24T16:16:14.000Z,"Menos mal existe Termomix!!! Gracias 
@porsiemprelgk
 por hacerme descubrir este robot",,3
Zoraida Palacios,@ZoraidaPalacios,2020-03-24T14:19:17.000Z,"Replying to 
@0__FRANCISCO_0",,
You-Know-Who,@mafe2santos,2020-03-13T02:12:18.000Z,"Sean conscientes porfa  no arriesguen a las demás personas y menos al personal de blanco que son los que están más expuestos todo el tiempo! Respeten, no son robots y tienen familia como ustedes !",,1
Gloria Hermosa,@GloriaHermosa7,2020-03-09T21:40:54.000Z,"Replying to 
@aisman6",,
Thelmix,@thelmacolman,2020-03-07T23:35:03.000Z,"Replying to 
@melacab",,1
Diego Rojas Llamosas,@diegorll,2020-03-01T18:38:07.000Z,"Replying to 
@fitoriart",,
ʀᴏᴅʀᴏ,@fidotico,2020-02-26T02:52:56.000Z,Me re molesta tener que demostrarle a un aparato que el robot no soy yo.,,5
,@nailaxd_,2020-02-24T00:35:48.000Z,"Smithers libere al robot de Luisito Comunica
@LuisitoComunica",,
Pablo ¯\_(ツ)_/¯,@p431i7o,2020-02-20T10:47:39.000Z,"Replying to 
@jaloverde",,
Stella Richer Palma,@StellaRicher,2020-02-12T13:52:53.000Z,"No justifico la inoperancia de los médicos sin vocación,..pero tampoco para verlos como robots 
Son seres humanos necesitan asearse alimentarse DORMIIIIRRR!! 
Ellos tmbn se enferman, tmbn se enamoran, son cornudos, sufren etc etc

O seaaa SON SIMPLE MORTALES",,4
ssserchhh,@5er6iox,2020-02-12T01:52:14.000Z,Porro y Mr. Robot = ,,
